,merged_full_name,transactor_type
636999,committee to elect judge kristen sim committee to elect judge kristen simmons incumbent,Organization
637000,somos votantes - michigan somos votantes - michigan,Organization
638859,defend freedom defend freedom,Organization
638863,cte donavan mckinney for state rep the committee to elect donavan mckinney for state representative,Organization
698448,tina bednarski-lynch for state repre tina bednarski-lynch for state representative,Organization
711610,friends of stephanie fakih friends of stephanie fakih,Organization
828904,committee to elect kimberly kennedy committee to elect kimberly kennedy barrington,Organization
828920,hands off our kids hands off our kids,Organization
830655,unborn equity and voting integrity unborn equity and voting integrity,Organization
832218,dickinson county republican committe dickinson county republican committee,Organization
833901,ivote ie mi pac (super pac) ivote ie mi pac (super pac),Organization
833904,committee to elect paul whitney committee to elect paul whitney,Organization
835619,national rifle association political national rifle association political victory fund michigan branch,Organization
835631,lapeer proposals lapeer proposals,Organization
835645,residents for a better wayne county residents for a better wayne county pac,Organization
835649,committee to retain alan curtis as p committee to retain alan curtis as probate judge,Organization
835653,committee to elect cyndi s peltonen committee to elect cyndi s peltonen,Organization
835656,philip cavanagh for 3rd circuit judg philip cavanagh for 3rd circuit judge,Organization
837889,the committee to retain tony flores the committee to retain tony flores for 54a district court judge,Organization
841741,christa murphy for wsu christa murphy for wsu,Organization
951634,cozen oconnor pac cozen oconnor political action committee,Organization
951641,stronger fairer forward mi pac stronger fairer forward mi pac,Organization
956004,democratic messaging project democratic messaging project,Organization
956014,triston cole for state senate triston cole for state senate,Organization
956016,rob gjonaj donovic for rep rob gjonaj donovic for rep,Organization
956021,republican accountability pac (super republican accountability pac (super pac),Organization
956033,ultraviolet pac - mi (super pac) ultraviolet pac - mi (super pac),Organization
977380,beau lafave for state representative beau lafave for state representative,Organization
977387,committee to protect health care - m committee to protect health care - michigan (superpac),Organization
977389,ionia county republican party ionia county republican party,Organization
977392,citizens for a better government citizens for a better government,Organization
977393,commitee to elect jacob skarbek for commitee to elect jacob skarbek for state representative,Organization
979782,friends of salim al shatel friends of salim al shatel,Organization
979789,susan b. anthony candidate fund susan b. anthony candidate fund,Organization
979803,jordan acker for regent jordan acker for regent,Organization
979809,com reelct judge sheila ann gibson committee to reelect judge sheila ann gibson,Organization
